Hotel_ID,Hotel_Name,Hotel_Group,Class,Total_Rooms,Year,Month,Month_Name,Occupied_Rooms,Occupancy_Rate,Avg_Room_Rate_AED,Room_Revenue_AED,Guest_Arrivals,Avg_Length_of_Stay,Source_Region,Source_Country,RevPAR,ADR,Total_Available_Rooms
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2022,2,February,156,0.758423699,1104.17,5167532.05,1197,3.9,Western Europe,Germany,837.4286954,1104.17,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2022,3,March,138,0.669859453,1048.67,4341499.19,1278,3.2,Western Europe,France,702.4615124,1048.67,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2022,4,April,131,0.633585436,,3939184.43,1305,3.0,Russia & CIS,Kazakhstan,,,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2022,5,May,133,0.648044975,873.64,3485829.35,1017,3.9,South Asia,India,566.1580122,873.64,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2022,6,June,156,0.757528549,1147.65,4882730.13,1538,3.0,Russia & CIS,Kazakhstan,869.3776392,1147.65,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2022,7,July,161,0.782580836,1058.94,5114675.75,1151,4.2,Western Europe,Germany,828.7061501,1058.94,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2022,8,August,152,0.738999317,1113.94,4617795.0,1223,3.7,Russia & CIS,Russia,823.2008993,1113.94,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2022,9,September,136,0.658753999,1041.89,3864450.54,1241,3.3,Russia & CIS,Russia,686.3492037,1041.89,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2022,10,October,129,0.626332519,974.85,3429709.06,1091,3.5,Russia & CIS,Kazakhstan,610.5802562,974.85,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2022,11,November,155,0.753351553,1088.78,4602568.43,1287,3.6,Russia & CIS,Kazakhstan,820.2341041,1088.78,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2022,12,December,178,0.865751283,1161.41,6201921.34,1365,3.9,GCC,Kuwait,1005.492198,1161.41,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2023,1,January,169,0.822576846,1172.11,5942580.31,1492,3.4,Western Europe,France,964.1505472,1172.11,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2023,2,February,165,0.799680821,1145.49,5670192.34,2182,2.3,Western Europe,France,916.0263834,1145.49,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2023,3,March,150,0.729222901,1048.64,4718896.33,1545,2.9,Western Europe,UK,764.6923029,1048.64,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2023,4,April,140,0.681974126,1015.86,4266602.14,1487,2.8,GCC,Kuwait,692.7902355,1015.86,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2023,5,May,129,0.626854395,1018.43,3583024.54,991,3.9,Russia & CIS,Russia,638.4073212,1018.43,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2023,6,June,150,0.730580636,1195.45,4890461.98,1425,3.2,Russia & CIS,Russia,873.3726208,1195.45,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2023,7,July,157,0.760993718,1103.2,5196079.61,1529,3.1,GCC,Saudi Arabia,839.5282692,1103.2,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2023,8,August,156,0.759467501,1172.5,4988437.35,1291,3.6,Russia & CIS,Kazakhstan,890.4756449,1172.5,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2023,9,September,142,0.691044163,1083.69,4196833.18,1176,3.6,Russia & CIS,Russia,748.8776485,1083.69,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2023,10,October,127,0.615694925,1002.41,3471985.01,1186,3.2,Russia & CIS,Russia,617.1787494,1002.41,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2023,11,November,150,0.729367913,1048.77,4719474.01,1180,3.8,Western Europe,UK,764.9391866,1048.77,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2023,12,December,172,0.834003473,1261.14,6507458.16,1648,3.1,GCC,Saudi Arabia,1051.795139,1261.14,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2024,1,January,181,0.87733907,1412.39,6972081.46,1302,4.2,Russia & CIS,Russia,1239.144929,1412.39,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2024,2,February,159,,1403.42,6085743.76,1469,3.2,Russia & CIS,Kazakhstan,,1403.42,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2024,3,March,157,0.75993332,1191.62,5612521.45,1532,3.1,South Asia,India,905.551743,1191.62,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2024,4,April,140,0.681229716,1115.01,4683062.33,967,4.3,South Asia,Pakistan,759.5779458,1115.01,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2024,5,May,142,0.689870886,1111.14,4303144.89,1049,4.1,Russia & CIS,Kazakhstan,766.5431365,1111.14,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2024,6,June,164,0.797261866,1164.75,5730585.04,1315,3.7,Western Europe,France,928.6107582,1164.75,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2024,7,July,168,1.0,1207.95,6088078.88,1407,3.6,South Asia,India,1207.95,1207.95,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2024,8,August,158,0.766619668,1173.22,5561080.61,1150,4.1,South Asia,India,899.4135275,1173.22,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2024,9,September,146,0.708755689,1072.11,4695841.26,1316,3.3,Western Europe,UK,759.8640617,1072.11,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2024,10,October,142,0.690250237,992.22,4226843.81,1279,3.3,Western Europe,UK,684.8800904,992.22,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2024,11,November,151,0.734581528,1112.06,5037613.16,1300,3.5,South Asia,Other,816.898734,1112.06,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2024,12,December,189,0.915525468,1365.01,7739610.26,1612,3.5,South Asia,Other,1249.701419,1365.01,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2025,1,January,174,0.846823763,1403.39,7325721.0,1363,3.8,South Asia,India,1188.424001,1403.39,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2025,2,February,167,0.810253257,1354.73,6787176.67,1542,3.2,GCC,Saudi Arabia,1097.674395,1354.73,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2025,3,March,153,0.744796876,1401.51,5848120.47,1398,3.3,Russia & CIS,Russia,1043.84027,1401.51,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2025,4,April,155,0.750582026,1227.61,5708398.89,1869,2.5,South Asia,Other,921.4220014,1227.61,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2025,5,May,142,0.686985642,1117.31,4759737.53,1091,3.9,GCC,Saudi Arabia,767.5759276,1117.31,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2025,6,June,157,0.764158155,1367.09,5853616.0,1591,3.0,Russia & CIS,Kazakhstan,1044.672973,1367.09,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2025,7,July,165,0.798551189,1302.27,6446235.85,1574,3.1,GCC,Saudi Arabia,1039.929257,1302.27,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2025,8,August,169,0.822513569,1248.06,6327677.12,1833,2.8,Western Europe,UK,1026.546285,1248.06,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2025,9,September,153,0.740546224,1180.87,5420184.18,1516,3.0,Western Europe,UK,874.4888194,1180.87,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2025,10,October,142,0.688457185,1103.96,4702884.12,1791,2.4,GCC,Saudi Arabia,760.0291936,1103.96,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2025,11,November,157,0.761188388,1181.74,5565982.45,1148,4.1,South Asia,Other,899.5267656,1181.74,6180
DXBH-5S-001,Navarro PLC Hotel,Luxury,5 star,206,2025,12,December,188,,1439.01,8116037.95,1737,3.2,GCC,Kuwait,,1439.01,6180
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2020,1,January,259,0.667158673,794.77,6175371.73,2436,3.2,Russia & CIS,Russia,530.2376989,794.77,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2020,2,February,232,0.597385664,760.68,5294347.0,2160,3.2,South Asia,Other,454.4193266,760.68,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2020,3,March,140,0.360242,745.83,3132482.13,1235,3.4,GCC,Saudi Arabia,268.6792907,745.83,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2020,4,April,130,0.333829387,701.89,2737367.07,915,4.3,Russia & CIS,Russia,234.3115084,701.89,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2020,5,May,119,0.306461119,636.95,2273919.51,840,4.2,South Asia,India,195.2004098,636.95,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2020,6,June,144,0.370302077,753.31,3254287.53,1479,2.9,GCC,Kuwait,278.9522574,753.31,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2020,7,July,148,0.382531572,793.36,3522526.28,1042,4.3,GCC,Oman,303.485248,793.36,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2020,8,August,138,0.355035313,737.67,3053947.84,1187,3.5,GCC,Oman,261.8988996,737.67,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2020,9,September,124,0.318802988,657.52,2445991.01,1073,3.5,Western Europe,UK,209.6193407,657.52,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2020,10,October,122,0.31317429,613.4,2245048.54,1119,3.3,GCC,Saudi Arabia,192.1011096,613.4,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2020,11,November,129,,710.02,2747762.69,883,4.4,GCC,Saudi Arabia,,710.02,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2020,12,December,169,0.434339039,833.06,4223617.5,1752,2.9,GCC,Oman,361.8304795,833.06,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2021,1,January,342,0.881673442,943.07,9675906.08,3616,2.8,Russia & CIS,Russia,831.4797731,943.07,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2021,2,February,338,0.870095584,,9525266.51,3554,2.9,South Asia,Other,,,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2021,3,March,301,0.776154101,884.42,7986327.32,2221,4.1,GCC,Kuwait,686.4462096,884.42,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2021,4,April,229,0.591151022,853.83,5865796.98,2190,3.1,Russia & CIS,Russia,504.7424769,853.83,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2021,5,May,219,0.565467753,763.08,5013458.41,1557,4.2,South Asia,India,431.4971333,763.08,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2021,6,June,269,0.69228314,867.18,6998178.84,2722,3.0,GCC,Oman,600.3340933,867.18,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2021,7,July,274,0.705082974,921.67,7576138.33,1981,4.1,Western Europe,UK,649.853825,921.67,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2021,8,August,261,0.673698032,864.84,6771692.89,2414,3.2,Russia & CIS,Kazakhstan,582.6410059,864.84,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2021,9,September,223,0.574590358,772.63,5168901.05,2003,3.3,GCC,Saudi Arabia,443.9457486,772.63,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2021,10,October,303,0.780574075,752.74,6842361.17,2870,3.2,Western Europe,Germany,587.5693294,752.74,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2021,11,November,339,0.874795885,836.37,8505847.54,3549,2.9,GCC,Kuwait,731.653034,836.37,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2021,12,December,384,0.99,994.58,11457568.96,3251,3.5,Russia & CIS,Kazakhstan,984.6342,994.58,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2022,1,January,327,0.84219334,1262.67,11260757.8,2846,3.4,Russia & CIS,Kazakhstan,1063.412265,1262.67,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2022,2,February,295,0.760865051,1074.17,9506412.03,3033,2.9,South Asia,India,817.2984117,1074.17,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2022,3,March,258,0.665566858,1159.79,8160673.02,2033,3.8,Russia & CIS,Russia,771.9177858,1159.79,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2022,4,April,252,0.648416682,995.19,7523665.91,1792,4.2,South Asia,India,645.297798,995.19,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2022,5,May,233,0.600983622,892.17,6236302.08,2436,2.9,South Asia,India,536.1795582,892.17,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2022,6,June,283,0.728789477,1013.23,8602311.53,2597,3.3,South Asia,Other,738.4313622,1013.23,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2022,7,July,312,0.804202462,1225.09,10424406.67,4365,2.1,Russia & CIS,Russia,985.220394,1225.09,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2022,8,August,292,0.753680135,1014.77,8889342.81,2210,4.0,GCC,Oman,764.8119903,1014.77,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2022,9,September,247,0.637755141,922.7,6837223.07,2266,3.3,GCC,Saudi Arabia,588.4566688,922.7,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2022,10,October,242,0.622504606,884.28,6419863.48,2297,3.2,GCC,Kuwait,550.4683734,884.28,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2022,11,November,294,0.756756484,986.64,8702141.54,2292,3.8,GCC,Kuwait,746.6462171,986.64,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2022,12,December,313,0.807800779,1154.15,10837435.8,3059,3.1,Western Europe,UK,932.3232687,1154.15,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2023,1,January,326,0.841175152,1313.66,11679647.84,2729,3.6,Russia & CIS,Russia,1105.01815,1313.66,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2023,2,February,309,0.795694367,1134.49,10516724.33,2304,4.0,Western Europe,France,902.7073029,1134.49,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2023,3,March,264,0.681527885,1170.6,8428310.3,1907,4.2,Russia & CIS,Russia,797.7965418,1170.6,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2023,4,April,252,0.650096116,1048.01,7922929.52,2474,3.1,Western Europe,Germany,681.3072303,1048.01,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2023,5,May,240,0.619511077,1032.7,6759490.71,1890,3.8,Russia & CIS,Russia,639.7690891,1032.7,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2023,6,June,294,0.758009394,1055.83,9312430.81,1912,4.6,Western Europe,UK,800.3290586,1055.83,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2023,7,July,313,0.807539602,1242.33,10604978.39,2479,3.8,Russia & CIS,Russia,1003.230674,1242.33,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2023,8,August,293,0.756199718,1078.74,9482137.81,2983,2.9,South Asia,India,815.7428836,1078.74,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2023,9,September,254,0.655825592,971.15,7400134.34,2211,3.4,Western Europe,Germany,636.9050234,971.15,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2023,10,October,248,0.640010894,991.33,6705019.42,2051,3.6,Russia & CIS,Kazakhstan,634.4619992,991.33,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2023,11,November,261,0.672557328,1032.36,8083386.0,2593,3.0,GCC,Saudi Arabia,694.3212832,1032.36,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2023,12,December,330,0.85044267,1240.29,12278915.21,2609,3.8,Western Europe,UK,1054.795539,1240.29,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2024,1,January,326,0.839350098,1456.61,12950585.37,3847,2.5,Russia & CIS,Russia,1222.605746,1456.61,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2024,2,February,312,0.802846155,1271.08,11897310.26,3047,3.1,GCC,Oman,1020.48169,1271.08,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2024,3,March,280,0.721220482,1165.61,9791104.6,2417,3.5,South Asia,India,840.6618066,1165.61,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2024,4,April,267,0.689357567,1098.91,8802297.99,2188,3.7,GCC,Oman,757.5419239,1098.91,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2024,5,May,255,0.656402273,1030.64,7884427.05,2585,3.0,GCC,Saudi Arabia,676.5144387,1030.64,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2024,6,June,289,0.745103801,1181.74,10245698.75,2190,4.0,Western Europe,UK,880.5189662,1181.74,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2024,7,July,305,0.786359963,1236.87,11317385.89,2456,3.7,Western Europe,Germany,972.6250472,1236.87,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2024,8,August,303,0.780161683,1194.21,10855356.27,2476,3.7,South Asia,Other,931.676883,1194.21,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2024,9,September,267,0.68784771,1044.35,8365264.16,3073,2.6,South Asia,India,718.3537563,1044.35,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2024,10,October,246,0.634494771,1007.39,7434567.45,2233,3.3,South Asia,India,639.1836871,1007.39,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2024,11,November,298,,1243.38,10105274.54,2299,3.9,Russia & CIS,Russia,,1243.38,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2024,12,December,340,0.875298103,1369.2,13965808.24,2995,3.4,Western Europe,UK,1198.458163,1369.2,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2025,1,January,343,0.884894264,1413.26,14542489.44,2912,3.5,South Asia,Pakistan,1250.585667,1413.26,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2025,2,February,313,0.807019827,1377.37,12933535.81,2100,4.5,GCC,Saudi Arabia,1111.564899,1377.37,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2025,3,March,291,0.750757519,1249.22,10905690.47,2469,3.5,Western Europe,UK,937.8613077,1249.22,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2025,4,April,276,0.710807652,1231.39,10195915.04,2436,3.4,South Asia,India,875.2814343,1231.39,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2025,5,May,261,0.673896933,1204.64,8574874.59,2450,3.2,Russia & CIS,Kazakhstan,811.8032014,1204.64,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2025,6,June,307,0.790632492,1292.18,11900990.92,2800,3.3,South Asia,India,1021.639494,1292.18,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2025,7,July,309,0.796560292,1508.49,12712438.63,2458,3.8,Russia & CIS,Russia,1201.603235,1508.49,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2025,8,August,309,0.796229411,1379.6,11626259.61,2398,3.9,Russia & CIS,Kazakhstan,1098.478095,1379.6,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2025,9,September,268,0.689673421,1246.35,9109682.43,2537,3.2,Russia & CIS,Russia,859.5744685,1246.35,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2025,10,October,267,0.689105634,1083.65,8680039.81,2207,3.6,Western Europe,France,746.7493208,1083.65,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2025,11,November,308,0.792781815,1200.89,11096212.86,2259,4.1,GCC,Oman,952.0437541,1200.89,11640
DXBH-5S-002,Burj Al Arab Lake Alexanderchester,Luxury,5 star,388,2025,12,December,362,,1477.35,16044047.28,3229,3.4,GCC,Kuwait,,1477.35,11640
DXBH-5S-003,Long Inc Hotel,Luxury,5 star,339,2020,1,January,221,0.653316521,839.13,5563399.34,2517,2.6,GCC,Oman,548.217492,839.13,10170
DXBH-5S-003,Long Inc Hotel,Luxury,5 star,339,2020,2,February,214,0.630717536,757.24,4861456.49,1486,4.3,South Asia,Pakistan,477.6045473,757.24,10170
DXBH-5S-003,Long Inc Hotel,Luxury,5 star,339,2020,3,March,124,0.366020283,739.4,2750562.33,1025,3.6,Western Europe,France,270.6353969,739.4,10170
DXBH-5S-003,Long Inc Hotel,Luxury,5 star,339,2020,4,April,114,0.33615103,698.77,2389782.47,837,4.1,Russia & CIS,Russia,234.8922551,698.77,10170
